
#n		Mul_TIME		Mul_TIM_BOUND		Str_TIME		Str_TIME_BOUND

2		2		42.6022		3		1090.25
4		0		340.818		34		7645.75
8		2		2726.54		241		53618.4
16		14		21812.3		1705		376018
32		121		174499		11463		2.63696e+06
64		871		1.39599e+06		73759		1.84926e+07
128		7111		1.11679e+07		514643		1.29685e+08
256		92291		8.93434e+07		3.49404e+06		9.09464e+08
512		822182		7.14747e+08		2.58456e+07		6.37793e+09
1024		6.52268e+06		5.71798e+09		1.87414e+08		4.47275e+10
